Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM C.N.O.;Código CUOC;Nombre CUOC;Código DEN CUOC;Nombre DENOM CUOC
7211;Supervisores de Minería y Canteras;D-7211.010;Supervisor acopio y despacho de minerales;31.211.024;Supervisor de acopio y despacho de minerales;31211;Supervisores de minería y canteras
7211;Supervisores de Minería y Canteras;D-7211.011;Supervisor desarrollo y preparación de vías minería;31.231.046;Supervisor de desarrollo y preparación de vías y minería;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación
7211;Supervisores de Minería y Canteras;D-7211.012;Supervisor explotación minera;31.211.029;Supervisor de explotación minera;31211;Supervisores de minería y canteras
7211;Supervisores de Minería y Canteras;D-7211.013;Supervisor mina a cielo abierto;31.211.032;Supervisor de mina a cielo abierto;31211;Supervisores de minería y canteras
7211;Supervisores de Minería y Canteras;D-7211.014;Supervisor mina subterránea;31.211.033;Supervisor de mina subterránea;31211;Supervisores de minería y canteras
7211;Supervisores de Minería y Canteras;D-7211.015;Supervisor minería;31.211.034;Supervisor de minería;31211;Supervisores de minería y canteras
7211;Supervisores de Minería y Canteras;D-7211.016;Supervisor producción minas;31.211.041;Supervisor de producción de minas;31211;Supervisores de minería y canteras
7211;Supervisores de Minería y Canteras;D-7211.017;Supervisor voladura minería;31.211.044;Supervisor de voladura y minería;31211;Supervisores de minería y canteras
7211;Supervisores de Minería y Canteras;D-7211.019;Controlador de materiales;31.211.008;Controlador de materiales de minería;31211;Supervisores de minería y canteras
7211;Supervisores de Minería y Canteras;D-7211.021;Supervisor de planta (Res. 2616/2016);31.211.039;Supervisor de planta petróleo y gas;31211;Supervisores de minería y canteras
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.002;Capataz perforación de pozos petróleo y gas;31.212.002;Capataz de perforación de pozos de petróleo y gas;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.005;Inspector HSEQ o de calidad industria petrolera;32.573.006;Inspector HSEQ (salud, seguridad, medio ambiente y calidad) industria petrolera;32573;Técnicos en prevención, gestión y control ambiental
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.006;Supervisor hseq industria petrolera;32.573.009;Supervisor HSEQ (salud, seguridad, medio ambiente y calidad) industria petrolera;32573;Técnicos en prevención, gestión y control ambiental
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.007;Supervisor refrigeración industria petrolera;31.212.017;Supervisor de refrigeración de industria petrolera;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.008;Supervisor taller de bombas industria petrolera;31.212.018;Supervisor de taller de bombas en la industria petrolera;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.009;Supervisor tubería industria petrolera;31.212.019;Supervisor de tubería de industria petrolera;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.011;Supervisor fraccionamiento petróleo y gas;31.212.014;Supervisor de fraccionamiento de petróleo y gas;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.012;Supervisor pailero industria petrolera;31.212.020;Supervisor pailero de industria petrolera;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.013;Supervisor perforación petróleo y gas;31.212.015;Supervisor de perforación de petróleo y gas;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.014;Técnico cbm ii industria petrolera;31.212.025;Técnico CBM industria petrolera (mantenimiento basado en condición);31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.017;Supervisor de flush by (Res. 2616/2016);31.212.013;Supervisor de flush by;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.018;Supervisor de estimulación y/o fractura (Res. 2616/2016);31.212.012;Supervisor de estimulación y/o fractura;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.019;Supervisor de equipo (Res. 2616/2016);31.212.011;Supervisor de equipo de perforación;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.020;Supervisor de coiled tubing (Res. 2616/2016);31.212.009;Supervisor de coiled tubing;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7212;Supervisores de Perforación y Servicios,Pozos de Petróleo y Gas;D-7212.021;Auxiliar/ técnico de well testing/ facilidades de producción (Res. 2616/2016);93.112.003;Auxiliar facilidades de producción petróleo y gas;93112;Obreros y ayudantes de producción en pozos de petróleo y gas
7213;Inspectores de Sistemas e Instalaciones de Gas;D-7213.001;Supervisor de glp;31.213.024;Supervisor gas licuado del petróleo;31213;Supervisores y analistas de producción de hidrocarburos
7213;Inspectores de Sistemas e Instalaciones de Gas;D-7213.002;Revisor de instalaciones de glp;31.232.013;Revisor de instalaciones de gas licuado del petróleo;31232;Inspectores de sistemas e instalaciones de gas
7213;Inspectores de Sistemas e Instalaciones de Gas;D-7213.003;Auditor de instalaciones de gas licuado del petróleo;31.232.002;Inspector de instalaciones de gas licuado del petróleo;31232;Inspectores de sistemas e instalaciones de gas
7213;Inspectores de Sistemas e Instalaciones de Gas;D-7213.004;Supervisor de instalaciones de glp;31.213.015;Supervisor de instalaciones gas licuado del petróleo;31213;Supervisores y analistas de producción de hidrocarburos
7213;Inspectores de Sistemas e Instalaciones de Gas;D-7213.006;Asistente técnico de glp;31.232.011;Inspector técnico de gas licuado del petróleo;31232;Inspectores de sistemas e instalaciones de gas
7213;Inspectores de Sistemas e Instalaciones de Gas;D-7213.007;Coordinador de instalaciones de glp;31.212.023;Supervisor planta gas licuado;31212;Supervisores de perforación y servicio a pozos de petróleo y gas
7213;Inspectores de Sistemas e Instalaciones de Gas;D-7213.009;Inspector técnico de tanques de gas;31.232.010;Inspector técnico de cilindros de gas;31232;Inspectores de sistemas e instalaciones de gas
7213;Inspectores de Sistemas e Instalaciones de Gas;D-7213.012;Interventor de instalaciones para el suministro de gas;31.232.004;Inspector de instalaciones para el suministro de gas;31232;Inspectores de sistemas e instalaciones de gas
7213;Inspectores de Sistemas e Instalaciones de Gas;D-7213.020;Verificador auditor de instalaciones de gas;31.232.016;Supervisor de instaladores de sistemas de tuberías de gas;31232;Inspectores de sistemas e instalaciones de gas
7214;Supervisores y analistas de producción de hidrocarburos;D-7214.003;Supervisor de well testing;31.213.023;Supervisor de well testing/facilidades de producción;31213;Supervisores y analistas de producción de hidrocarburos
7221;Supervisores de Producción Agrícola;D-7221.001;Capataz cuadrilla de recolección;31.424.005;Capataz de cuadrilla de recolección;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.003;Coordinador postcosecha;31.424.018;Coordinador de postcosecha;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.006;Supervisor agrícola cultivos extensivos;31.424.040;Supervisor agrícola de cultivos extensivos;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.009;Supervisor cultivo café;31.424.050;Supervisor de cultivo de café;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.010;Supervisor cultivo caña de azúcar;31.424.051;Supervisor de cultivo de caña azúcar;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.011;Supervisor cultivo de flores;31.424.052;Supervisor de cultivo de flores;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.012;Supervisor cultivo de frutas;31.424.053;Supervisor de cultivo de frutas;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.014;Supervisor empaque postcosecha;31.424.054;Supervisor de empaque de postcosecha;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.015;Supervisor postcosecha;31.424.061;Supervisor de postcosecha;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.017;Supervisor sanidad vegetal plantación agrícola;32.572.007;Supervisor de sanidad vegetal de plantación agrícola;32572;Coordinadores de sistemas integrados de gestión
7221;Supervisores de Producción Agrícola;D-7221.020;Controlador sanidad vegetal;Sin clasificación en CUOC 2023;;;
7221;Supervisores de Producción Agrícola;D-7221.025;Coordinador de campo;31.424.010;Coordinador de campo agrícola;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.035;Coordinador de sanidad vegetal implementador de producción ecológica;61.140.002;Implementador de producción agro-ecológica;61140;Agricultores y trabajadores calificados de cultivos mixtos
7221;Supervisores de Producción Agrícola;D-7221.038;Jefe de área vivero;13.110.028;Director de vivero;13110;Directores y gerentes de producción agropecuaria y silvicultura
7221;Supervisores de Producción Agrícola;D-7221.041;Jefe de MIPE;31.424.034;Jefe de MIPE (manejo integrado de plagas y enfermedades);31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.045;Monitor MIPE;61.140.003;Monitor MIPE (manejo integrado de plagas y enfermedades);61140;Agricultores y trabajadores calificados de cultivos mixtos
7221;Supervisores de Producción Agrícola;D-7221.046;Supervisor de propagación;31.424.063;Supervisor de propagación material vegetal;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.048;Supervisor auditor cosecha;Sin clasificación en CUOC 2023;;;
7221;Supervisores de Producción Agrícola;D-7221.062;Supervisor mantenimiento campo;31.424.044;Supervisor de campo agrícola;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.063;Supervisor sanidad vegetal;32.572.006;Supervisor de sanidad vegetal;32572;Coordinadores de sistemas integrados de gestión
7221;Supervisores de Producción Agrícola;D-7221.065;Técnico potscosecha;31.424.074;Técnico postcosecha;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.067;Tecnólogo de campo;31.424.076;Tecnólogo de campo agrícola;31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.068;Técnico agroindustria de la panela;Sin clasificación en CUOC 2023;;;
7221;Supervisores de Producción Agrícola;D-7221.070;Evaluador calidad de cosecha;Sin clasificación en CUOC 2023;;;
7221;Supervisores de Producción Agrícola;D-7221.074;Implementador de procesos agroecológicos;Sin clasificación en CUOC 2023;;;
7221;Supervisores de Producción Agrícola;D-7221.075;Líder de la cuadrilla agrícola;Sin clasificación en CUOC 2023;;;
7221;Supervisores de Producción Agrícola;D-7221.076;Coordinador de polinización;Sin clasificación en CUOC 2023;;;
7221;Supervisores de Producción Agrícola;D-7221.077;Coordinador RSPO (roRundtable for Sustainable Palm Oil);31.424.023;Coordinador RSPO (roundtable for sustainable palm oil);31424;Supervisores de producción agrícola
7221;Supervisores de Producción Agrícola;D-7221.083;Supervisor de cuarto frío agrícola;Sin clasificación en CUOC 2023;;;
7221;Supervisores de Producción Agrícola;D-7221.087;Tecnólogo agroindustrial;Sin clasificación en CUOC 2023;;;
7221;Supervisores de Producción Agrícola;D-7221.088;Líder técnico planta compostaje;Sin clasificación en CUOC 2023;;;
7222;Supervisores de Producción Pecuaria;D-7222.002;Supervisor aprovechamiento avícola;31.425.008;Supervisor de aprovechamiento avícola;31425;Supervisores de producción pecuaria
7222;Supervisores de Producción Pecuaria;D-7222.003;Supervisor aprovechamiento ganadero;31.425.009;Supervisor de aprovechamiento ganadero;31425;Supervisores de producción pecuaria
7222;Supervisores de Producción Pecuaria;D-7222.004;Supervisor avicultura;31.425.011;Supervisor de avicultura;31425;Supervisores de producción pecuaria
7222;Supervisores de Producción Pecuaria;D-7222.009;Supervisor granja avícola;31.425.014;Supervisor de granja avícola;31425;Supervisores de producción pecuaria
7222;Supervisores de Producción Pecuaria;D-7222.010;Supervisor incubación avícola;31.425.015;Supervisor de incubación avícola;31425;Supervisores de producción pecuaria
7222;Supervisores de Producción Pecuaria;D-7222.012;Supervisor producción avícola;31.425.016;Supervisor de producción avícola;31425;Supervisores de producción pecuaria
7222;Supervisores de Producción Pecuaria;D-7222.013;Supervisor producción pecuaria;31.425.017;Supervisor de producción pecuaria;31425;Supervisores de producción pecuaria
7223;Supervisores de Explotación Forestal y Silvicultura;D-7223.003;Supervisor explotación forestal;31.432.011;Supervisor de explotación forestal;31432;Supervisores de explotación forestal y silvicultura
7223;Supervisores de Explotación Forestal y Silvicultura;D-7223.006;Supervisor operaciones forestales;31.432.013;Supervisor de operaciones forestales;31432;Supervisores de explotación forestal y silvicultura
7223;Supervisores de Explotación Forestal y Silvicultura;D-7223.007;Supervisor silvicultura;31.432.015;Supervisor de silvicultura;31432;Supervisores de explotación forestal y silvicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.003;Administrador granja;13.110.004;Administrador de granja;13110;Directores y gerentes de producción agropecuaria y silvicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.005;Administrador hacienda;13.110.005;Administrador de hacienda;13110;Directores y gerentes de producción agropecuaria y silvicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.006;Administrador hato ganadero;13.110.006;Administrador de hato ganadero;13110;Directores y gerentes de producción agropecuaria y silvicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.009;Agricultor algodón;61.111.003;Agricultor de cultivo de algodón;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.010;Agricultor cacao;61.121.004;Agricultor de cultivo de cacao;61121;Agricultores de plantaciones de árboles y arbustos
7231;Agricultores y Administradores Agropecuarios;D-7231.011;Agricultor café;61.121.005;Agricultor de cultivo de café;61121;Agricultores de plantaciones de árboles y arbustos
7231;Agricultores y Administradores Agropecuarios;D-7231.012;Agricultor caña azúcar;61.111.005;Agricultor de cultivo de caña de azúcar;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.013;Agricultor cereales;61.111.007;Agricultor de cultivo de cereales;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.014;Agricultor cultivo soya;61.111.023;Agricultor de cultivo de soya;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.015;Agricultor cultivos permanentes;61.121.021;Agricultor de cultivos permanentes;61121;Agricultores de plantaciones de árboles y arbustos
7231;Agricultores y Administradores Agropecuarios;D-7231.016;Agricultor cultivos transitorios;61.111.030;Agricultor de cultivos transitorios;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.018;Agricultor hortalizas;61.111.011;Agricultor de cultivo de hortalizas;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.019;Agricultor plantación cocoteros;61.121.023;Agricultor de plantación de cocos;61121;Agricultores de plantaciones de árboles y arbustos
7231;Agricultores y Administradores Agropecuarios;D-7231.020;Agricultor tubérculos;61.111.026;Agricultor de cultivo de tubérculos;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.025;Capataz hacienda;31.425.003;Capataz de hacienda pecuaria;31425;Supervisores de producción pecuaria
7231;Agricultores y Administradores Agropecuarios;D-7231.027;Criador animales domésticos;61.211.001;Criador de animales domésticos;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.028;Criador aves corral;61.221.002;Criador de aves de corral;61221;Avicultores
7231;Agricultores y Administradores Agropecuarios;D-7231.029;Criador avestruces;61.290.002;Criador de avestruces;61290;Criadores y trabajadores pecuarios calificados, avicultores y criadores de insectos no clasificados en otras ocupaciones
7231;Agricultores y Administradores Agropecuarios;D-7231.030;Criador caballos;61.211.002;Criador de caballos;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.033;Criador ganado;61.211.004;Criador de ganado;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.034;Criador ganado bovino;61.211.005;Criador de ganado bovino;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.035;Criador ganado caballar;61.211.006;Criador de ganado caballar;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.036;Criador ganado caprino;61.211.007;Criador de ganado caprino;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.037;Criador ganado lechero;61.211.008;Criador de ganado lechero;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.038;Criador ganado ovino;61.211.009;Criador de ganado ovino;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.039;Criador ganado porcino;61.211.010;Criador de ganado porcino;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.040;Criador gusanos seda;61.230.003;Criador de gusanos de seda;61230;Criadores y trabajadores calificados de la apicultura y la sericicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.041;Criador mariposas;61.230.004;Criador de mariposas;61230;Criadores y trabajadores calificados de la apicultura y la sericicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.042;Criador perros;61.211.013;Criador de perros;61211;Criadores de animales (excepto aves de corral)
7231;Agricultores y Administradores Agropecuarios;D-7231.044;Cultivador algodón;61.111.033;Cultivador de algodón;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.045;Cultivador arroz;61.111.034;Cultivador de arroz;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.046;Cultivador cacao;61.121.027;Cultivador de cacao;61121;Agricultores de plantaciones de árboles y arbustos
7231;Agricultores y Administradores Agropecuarios;D-7231.047;Cultivador café;61.121.028;Cultivador de café;61121;Agricultores de plantaciones de árboles y arbustos
7231;Agricultores y Administradores Agropecuarios;D-7231.048;Cultivador caña azúcar;61.111.035;Cultivador de caña de azúcar;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.049;Cultivador cereales;61.111.036;Cultivador de cereales;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.050;Cultivador frutales;61.121.029;Cultivador de frutales;61121;Agricultores de plantaciones de árboles y arbustos
7231;Agricultores y Administradores Agropecuarios;D-7231.051;Cultivador hongos;61.131.009;Cultivador de hongos;61131;Agricultores de huertas, invernaderos, viveros y jardines
7231;Agricultores y Administradores Agropecuarios;D-7231.054;Cultivador pastos;61.131.011;Cultivador de pastos;61131;Agricultores de huertas, invernaderos, viveros y jardines
7231;Agricultores y Administradores Agropecuarios;D-7231.055;Cultivador plantación caucho;61.121.030;Cultivador de plantación de caucho;61121;Agricultores de plantaciones de árboles y arbustos
7231;Agricultores y Administradores Agropecuarios;D-7231.056;Cultivador semillas;61.131.012;Cultivador de semillas;61131;Agricultores de huertas, invernaderos, viveros y jardines
7231;Agricultores y Administradores Agropecuarios;D-7231.057;Cultivador setas y champiñones;61.131.013;Cultivador de setas y champiñones;61131;Agricultores de huertas, invernaderos, viveros y jardines
7231;Agricultores y Administradores Agropecuarios;D-7231.058;Cultivador tabaco;61.111.038;Cultivador de tabaco negro;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.059;Cultivador tubérculos;61.111.040;Cultivador de tubérculos;61111;Agricultores de cultivos extensivos
7231;Agricultores y Administradores Agropecuarios;D-7231.060;Cultivador vid;61.121.031;Cultivador de vid;61121;Agricultores de plantaciones de árboles y arbustos
7231;Agricultores y Administradores Agropecuarios;D-7231.064;Horticultor vivero;61.131.018;Horticultor de vivero;61131;Agricultores de huertas, invernaderos, viveros y jardines
7231;Agricultores y Administradores Agropecuarios;D-7231.068;Sericicultor;61.230.005;Sericultor;61230;Criadores y trabajadores calificados de la apicultura y la sericicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.070;Administrador de aprovechamiento agrícola;13.110.009;Administrador general de aprovechamiento agrícola;13110;Directores y gerentes de producción agropecuaria y silvicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.071;Administrador de empresas agropecuarias;13.110.003;Administrador de finca agropecuaria;13110;Directores y gerentes de producción agropecuaria y silvicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.072;Administrador de plantación forestal;31.432.010;Jefe de producción forestal;31432;Supervisores de explotación forestal y silvicultura
7231;Agricultores y Administradores Agropecuarios;D-7231.074;Agricultor productor sistema diversificado;Sin clasificación en CUOC 2023;;;
7231;Agricultores y Administradores Agropecuarios;D-7231.075;Agricultor productor plantas medicinales;61.131.005;Agricultor de cultivo de plantas medicinales y especias;61131;Agricultores de huertas, invernaderos, viveros y jardines
7231;Agricultores y Administradores Agropecuarios;D-7231.076;Agricultor productor agroecológico;Sin clasificación en CUOC 2023;;;
7231;Agricultores y Administradores Agropecuarios;D-7231.082;Técnico en sistemas agropecuarios ecologicos;Sin clasificación en CUOC 2023;;;
7231;Agricultores y Administradores Agropecuarios;D-7231.084;Tecnólogo en producción agropecuaria ecológica;31.421.045;Tecnólogo de producción agropecuaria ecológica;31421;Técnicos agropecuarios
7231;Agricultores y Administradores Agropecuarios;D-7231.086;Agricultor de cultivo de palma de aceite;Sin clasificación en CUOC 2023;;;
7231;Agricultores y Administradores Agropecuarios;D-7231.087;Cultivador de palma de aceite;Sin clasificación en CUOC 2023;;;
7232;Contratistas de Servicios Agrícolas y Relacionados;D-7232.001;Contratista servicios agrícolas;31.426.002;Promotor de servicios agrícolas;31426;Promotores de servicios agrícolas y relacionados
7232;Contratistas de Servicios Agrícolas y Relacionados;D-7232.003;Contratista servicios de fumigación;31.426.003;Promotor de servicios de fumigación;31426;Promotores de servicios agrícolas y relacionados
7232;Contratistas de Servicios Agrícolas y Relacionados;D-7232.004;Contratista servicios de inseminación artificial;31.426.004;Promotor de servicios de inseminación artificial;31426;Promotores de servicios agrícolas y relacionados
7232;Contratistas de Servicios Agrícolas y Relacionados;D-7232.005;Contratista servicios de preparación suelos;31.426.005;Promotor de servicios de preparación suelos;31426;Promotores de servicios agrícolas y relacionados
7232;Contratistas de Servicios Agrícolas y Relacionados;D-7232.006;Contratista servicios de recolección cosechas;31.426.006;Promotor de servicios de recolección cosechas;31426;Promotores de servicios agrícolas y relacionados
7232;Contratistas de Servicios Agrícolas y Relacionados;D-7232.007;Contratista servicios de riego;31.426.007;Promotor de servicios de riego;31426;Promotores de servicios agrícolas y relacionados
7232;Contratistas de Servicios Agrícolas y Relacionados;D-7232.009;Promotor técnico comercial agrícola;Sin clasificación en CUOC 2023;;;
7233;Supervisores de servicios de jardinería y viverismo;D-7233.001;Administrador vivero;13.110.007;Administrador de vivero;13110;Directores y gerentes de producción agropecuaria y silvicultura
7233;Supervisores de servicios de jardinería y viverismo;D-7233.002;Agricultor árboles y arbustos;61.121.001;Agricultor de arboles y arbustos;61121;Agricultores de plantaciones de árboles y arbustos
7233;Supervisores de servicios de jardinería y viverismo;D-7233.004;Supervisor de mantenimiento de prados y jardines;61.131.019;Promotor de mantenimiento prados y jardines;61131;Agricultores de huertas, invernaderos, viveros y jardines
7233;Supervisores de servicios de jardinería y viverismo;D-7233.005;Supervisor de servicios de jardinería ornamental;61.132.025;Trabajador de servicios de jardinería ornamental;61132;Trabajadores agrícolas calificados de huertas, invernaderos, viveros y jardines
7233;Supervisores de servicios de jardinería y viverismo;D-7233.006;Supervisor de servicios de jardinería y viverismo;31.424.070;Supervisor servicios de jardinería y viverismo;31424;Supervisores de producción agrícola
7233;Supervisores de servicios de jardinería y viverismo;D-7233.007;Cultivador flores;61.131.008;Cultivador de flores;61131;Agricultores de huertas, invernaderos, viveros y jardines
7233;Supervisores de servicios de jardinería y viverismo;D-7233.008;Cultivador viveros;61.131.014;Cultivador de viveros;61131;Agricultores de huertas, invernaderos, viveros y jardines
7233;Supervisores de servicios de jardinería y viverismo;D-7233.009;Cultivador árboles;61.121.026;Cultivador de arboles;61121;Agricultores de plantaciones de árboles y arbustos
7233;Supervisores de servicios de jardinería y viverismo;D-7233.013;Supervisor mantenimiento jardines;31.424.057;Supervisor de mantenimiento de jardines;31424;Supervisores de producción agrícola
7241;Capitanes y Patrones de Pesca;D-7241.001;Capitán barco pesquero;62.221.001;Capitán barco pesquero en aguas costeras;62221;Capitanes y patrones de pesca de aguas dulces y costeras
7241;Capitanes y Patrones de Pesca;D-7241.002;Capitán patrón de pesca;62.221.003;Capitán patrón de pesca en aguas costeras;62221;Capitanes y patrones de pesca de aguas dulces y costeras
7241;Capitanes y Patrones de Pesca;D-7241.003;Capitán pesca;62.221.004;Capitán pesca en aguas costeras;62221;Capitanes y patrones de pesca de aguas dulces y costeras
7241;Capitanes y Patrones de Pesca;D-7241.004;Patrón de pesca;62.221.005;Patrón de pesca en aguas costeras;62221;Capitanes y patrones de pesca de aguas dulces y costeras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.001;Ademador minas;81.112.001;Ademador de minas;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.002;Apuntalador minas;81.112.002;Apuntalador de minas;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.003;Auxiliar taladro de perforación minería subterránea;81.112.017;Operador de taladro para perforación de minería subterránea;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.004;Auxiliar voladura minería subterránea;75.420.002;Auxiliar de voladura de minería subterránea;75420;Dinamiteros y pegadores
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.006;Enganchador jaula de extracción minas;83.430.001;Enganchador de jaula de extracción de minas;83430;Operadores de grúas, aparatos elevadores y afines
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.007;Entibador minas;81.112.006;Entibador de minería;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.008;Operador de máquina trituradora minería subterránea;81.112.011;Operador de máquina trituradora de minería subterránea;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.009;Operador jaulas minas;83.430.030;Operador de jaula de minas;83430;Operadores de grúas, aparatos elevadores y afines
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.010;Operador transportador mecánico minería subterránea;81.112.019;Operador de transportador mecánico en minería subterránea;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.011;Operario apoyo y servicios en minería bajo tierra;81.112.007;Operador de apoyo y servicios en minería bajo tierra;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.012;Operario bombeo minería subterránea;81.112.008;Operador de bombeo en minería subterránea;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.013;Operario clasificación minería subterránea;81.112.009;Operador de clasificación en minería;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.014;Operario molienda minería subterránea;81.112.012;Operador de molienda en minería;81112;Operadores de servicios e instalaciones mineras
7311;Operarios de Apoyo y Servicios en Minería Bajo Tierra;D-7311.015;Operario sistemas de ventilación minería subterránea;81.112.016;Operador de sistemas de ventilación en minería subterránea;81112;Operadores de servicios e instalaciones mineras
