Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM CON;NombreDENOMCON1;Código CUOC;NombreCUOC;NombreCUOC1;Código DEN CUOC;Nombre DENOM CUOC;;;;;;;;
7343;Técnico Acuícola en Sistemas de Reproducción;D-7343.009;Coordinador de calidad acuícola;Coordinador de calidad acuicola;Sin clasificación en CUOC 2023;;;;;;;;;;;;
7344;Técnico Acuícola en Sistemas de Levante y Engorde;D-7344.011;Técnico pesquero;Tecnico pesquero;Sin clasificación en CUOC 2023;;;;;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.001;Ahoyador canteras;Ahoyador canteras;93.111.001;Ahoyador de canteras;Ahoyador de canteras;93111;Obreros y peones de minas y canteras;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.002;Ayudante explosivos minería;Ayudante explosivos mineria;93.111.002;Ayudante de explosivos de minería;Ayudante de explosivos de mineria;93111;Obreros y peones de minas y canteras;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.003;Ayudante minería;Ayudante mineria;93.111.004;Ayudante de minería;Ayudante de mineria;93111;Obreros y peones de minas y canteras;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.004;Ayudante transporte de minerales;Ayudante transporte de minerales;93.111.006;Ayudante de transporte de minerales;Ayudante de transporte de minerales;93111;Obreros y peones de minas y canteras;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.005;Carbonero carbón vegetal;Carbonero carbon vegetal;62.101.007;Carbonero en carbón vegetal;Carbonero en carbon vegetal;62101;Trabajadores calificados de explotación forestal;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.006;Cochero minería;Cochero mineria;93.111.007;Cochero de minería;Cochero de mineria;93111;Obreros y peones de minas y canteras;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.010;Lavador oro;Lavador oro;93.111.011;Lavador de oro;Lavador de oro;93111;Obreros y peones de minas y canteras;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.012;Obrero mina;Obrero mina;93.111.018;Obrero de mina;Obrero de mina;93111;Obreros y peones de minas y canteras;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.013;Palero minería;Palero mineria;93.111.020;Palero de mina;Palero de mina;93111;Obreros y peones de minas y canteras;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.014;Picador minería;Picador mineria;81.111.011;Picador en minas;Picador en minas;81111;Mineros y canteros;;;;;;;;
7611;Obreros y Ayudantes de Minería;D-7611.016;Mochilero (O&G) (Res. 2616/2016);Mochilero (O&G) (Res. 2616/2016);43.231.031;Mochilero de hidrocarburos;Mochilero de hidrocarburos;43231;Empleados y operarios de servicios de transporte;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.005;Ayudante técnico (pailería soldadura tubería andamios mecánico industrial) industria petrolera;Ayudante tecnico (paileria soldadura tuberia andamios mecanico industrial) industria petrolera;72.120.003;Técnico metalmecánico de industria petrolera;Tecnico metalmecanico de industria petrolera;72120;Soldadores y oxicortadores;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.007;Ayudante técnico samblasting industria petrolera;Ayudante tecnico samblasting industria petrolera;93.112.017;Ayudante sandblasting industria petrolera;Ayudante sandblasting industria petrolera;93112;Obreros y ayudantes de producción en pozos de petróleo y gas;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.008;Ayudante bombeo pozos petróleo y gas;Ayudante bombeo pozos petroleo y gas;93.112.008;Ayudante de bombeo de pozos de petróleo y gas;Ayudante de bombeo de pozos de petroleo y gas;93112;Obreros y ayudantes de producción en pozos de petróleo y gas;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.009;Ayudante campo petrolero;Ayudante campo petrolero;93.112.009;Ayudante de campo petrolero;Ayudante de campo petrolero;93112;Obreros y ayudantes de producción en pozos de petróleo y gas;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.011;Ayudante producción pozos petróleo y gas;Ayudante produccion pozos petroleo y gas;93.112.013;Ayudante de producción de pozos de petróleo y gas;Ayudante de produccion de pozos de petroleo y gas;93112;Obreros y ayudantes de producción en pozos de petróleo y gas;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.012;Ayudante tratamiento pozos petróleo y gas;Ayudante tratamiento pozos petroleo y gas;93.112.014;Ayudante de tratamiento de pozos de petróleo y gas;Ayudante de tratamiento de pozos de petroleo y gas;93112;Obreros y ayudantes de producción en pozos de petróleo y gas;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.015;Capataz de cuadrilla de roceria industria petrolera;Capataz de cuadrilla de roceria industria petrolera;31.213.005;Capataz de cuadrilla de rocería industria petrolera;Capataz de cuadrilla de roceria industria petrolera;31213;Supervisores y analistas de producción de hidrocarburos;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.018;Obrero campo petrolero;Obrero campo petrolero;93.112.022;Obrero de campo petrolero;Obrero de campo petrolero;93112;Obreros y ayudantes de producción en pozos de petróleo y gas;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.020;Recogemuestras;Recogemuestras;81.112.026;Tomador de muestras en minas;Tomador de muestras en minas;81112;Operadores de servicios e instalaciones mineras;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.021;Tst ii field services industria petrolera;Tst ii field services industria petrolera;93.112.026;Tst field services industria petrolera;Tst field services industria petrolera;93112;Obreros y ayudantes de producción en pozos de petróleo y gas;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.032;Patiero de empresas de hidrocarburos;Patiero de empresas de hidrocarburos;96.110.006;Patiero de recolección de desechos de hidrocarburos;Patiero de recoleccion de desechos de hidrocarburos;96110;Recolectores de basura y material reciclable;;;;;;;;
7612;Obreros y Ayudantes de Producción en Pozos de Petróleo y Gas;D-7612.035;Auxiliar (Res. 2616/2016);Auxiliar (Res. 2616/2016);81.112.023;Saca muestras en minería;Saca muestras en mineria;81112;Operadores de servicios e instalaciones mineras;;;;;;;;
7613;Obreros Agropecuarios;D-7613.002;Auxiliar caballeriza;Auxiliar caballeriza;92.120.002;Auxiliar de caballeriza;Auxiliar de caballeriza;92120;Obreros y peones de explotaciones ganaderas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.005;Ayudante establos;Ayudante establos;92.120.003;Ayudante de establos;Ayudante de establos;92120;Obreros y peones de explotaciones ganaderas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.006;Ayudante pecuario;Ayudante pecuario;92.120.004;Ayudante pecuario de ganadería;Ayudante pecuario de ganaderia;92120;Obreros y peones de explotaciones ganaderas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.011;Clasificador frutas agricultura;Clasificador frutas agricultura;92.110.005;Clasificador de frutas agrícola;Clasificador de frutas agricola;92110;Obreros y peones de explotaciones agrícolas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.013;Escogedor café beneficiadero;Escogedor cafe beneficiadero;92.110.014;Escogedor de café en beneficiadero;Escogedor de cafe en beneficiadero;92110;Obreros y peones de explotaciones agrícolas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.018;Obrero establos;Obrero establos;92.120.007;Obrero de establos;Obrero de establos;92120;Obreros y peones de explotaciones ganaderas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.020;Obrero labranza;Obrero labranza;92.110.026;Obrero de labranza;Obrero de labranza;92110;Obreros y peones de explotaciones agrícolas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.021;Operador tren cañero;Operador tren cañero;83.410.018;Operador de tren cañero;Operador de tren cañero;83410;Operadores de maquinaria agrícola y forestal móvil;;;;;1;;;
7613;Obreros Agropecuarios;D-7613.027;Recolector algodón;Recolector algodon;92.110.040;Recolector de algodón;Recolector de algodon;92110;Obreros y peones de explotaciones agrícolas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.028;Recolector café;Recolector cafe;92.110.042;Recolector de café;Recolector de cafe;92110;Obreros y peones de explotaciones agrícolas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.029;Recolector cosechas manual;Recolector cosechas manual;92.110.043;Recolector de cosechas a mano;Recolector de cosechas a mano;92110;Obreros y peones de explotaciones agrícolas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.030;Recolector frutas;Recolector frutas;92.110.044;Recolector de frutas;Recolector de frutas;92110;Obreros y peones de explotaciones agrícolas;;;;;;;;
7613;Obreros Agropecuarios;D-7613.035;Arrumador;Arrumador;75.122.002;Arrumador de panela;Arrumador de panela;75122;Paneleros;;;;;;;;
7613;Obreros Agropecuarios;D-7613.039;Bojotero;Bojotero;Sin clasificación en CUOC 2023;;;;;;;;;;;;
7613;Obreros Agropecuarios;D-7613.040;Auxiliar agropecuario de campo;Auxiliar agropecuario de campo;Sin clasificación en CUOC 2023;;;;;;;;;;;;
7613;Obreros Agropecuarios;D-7613.041;Operario agropecuario de campo;Operario agropecuario de campo;Sin clasificación en CUOC 2023;;;;;;;;;;;;
7613;Obreros Agropecuarios;D-7613.042;Cortador agrícola manual;Cortador agricola manual;Sin clasificación en CUOC 2023;;;;;;;;;;;;
7614;Jardineros;D-7614.001;Ayudante invernadero;Ayudante invernadero;92.140.003;Ayudante de invernadero;Ayudante de invernadero;92140;Obreros y peones de jardinería y horticultura;;;;;;;;
7614;Jardineros;D-7614.002;Ayudante jardinería;Ayudante jardineria;92.140.004;Ayudante de jardinería;Ayudante de jardineria;92140;Obreros y peones de jardinería y horticultura;;;;;;;;
7614;Jardineros;D-7614.003;Ayudante vivero;Ayudante vivero;92.140.005;Ayudante de vivero;Ayudante de vivero;92140;Obreros y peones de jardinería y horticultura;;;;;;;;
7614;Jardineros;D-7614.004;Cortador césped;Cortador cesped;92.140.006;Cortador de césped;Cortador de cesped;92140;Obreros y peones de jardinería y horticultura;;;;;;;;
7614;Jardineros;D-7614.011;Jardinero parques;Jardinero parques;61.132.006;Jardinero de parques;Jardinero de parques;61132;Trabajadores agrícolas calificados de huertas, invernaderos, viveros y jardines;;;;;;;;
7614;Jardineros;D-7614.012;Jardinero vivero;Jardinero vivero;61.132.007;Jardinero de vivero;Jardinero de vivero;61132;Trabajadores agrícolas calificados de huertas, invernaderos, viveros y jardines;;;;;;;;
7614;Jardineros;D-7614.013;Plantador árboles;Plantador arboles;92.150.010;Plantador de árboles;Plantador de arboles;92150;Obreros y peones forestales y de silvicultura;;;;;;;;
8211;Supervisores de ajustadores de máquinas herramientas;D-8211.001;Supervisor de fabricación de moldes y matrices;Supervisor de fabricacion de moldes y matrices;72.220.031;Operario de fabricación moldes y matrices;Operario de fabricacion moldes y matrices;72220;Herramentistas y afines;;;;;;;;
8212;Supervisores de electricidad y telecomunicaciones;D-8212.001;Supervisor de electricidad;Supervisor de electricidad;31.228.033;Supervisor de producción de electricidad;Supervisor de produccion de electricidad;31228;Supervisores de fabricación de productos eléctricos y electrónicos;;;;;;;;
8212;Supervisores de electricidad y telecomunicaciones;D-8212.004;Supervisor electricistas de construcción;Supervisor electricistas de construccion;31.228.013;Supervisor de electricistas de construcción;Supervisor de electricistas de construccion;31228;Supervisores de fabricación de productos eléctricos y electrónicos;;;;;;;;
8212;Supervisores de electricidad y telecomunicaciones;D-8212.005;Supervisor electricistas industriales;Supervisor electricistas industriales;31.228.014;Supervisor de electricistas industriales;Supervisor de electricistas industriales;31228;Supervisores de fabricación de productos eléctricos y electrónicos;;;;;;;;
8212;Supervisores de electricidad y telecomunicaciones;D-8212.006;Supervisor electricistas residenciales;Supervisor electricistas residenciales;31.228.015;Supervisor de electricistas residenciales;Supervisor de electricistas residenciales;31228;Supervisores de fabricación de productos eléctricos y electrónicos;;;;;;;;
8212;Supervisores de electricidad y telecomunicaciones;D-8212.010;Supervisor instaladores redes energía eléctrica;Supervisor instaladores redes energia electrica;31.228.029;Supervisor de instaladores de redes de energía eléctrica;Supervisor de instaladores de redes de energia electrica;31228;Supervisores de fabricación de productos eléctricos y electrónicos;;;;;;;;
8212;Supervisores de electricidad y telecomunicaciones;D-8212.011;Supervisor instaladores y reparadores telecomunicaciones;Supervisor instaladores y reparadores telecomunicaciones;35.222.003;Supervisor de instaladores y reparadores de telecomunicaciones;Supervisor de instaladores y reparadores de telecomunicaciones;35222;Supervisores de telecomunicaciones;;;;;;;;
8212;Supervisores de electricidad y telecomunicaciones;D-8212.015;Supervisor telecomunicaciones;Supervisor telecomunicaciones;35.222.005;Supervisor de telecomunicaciones;Supervisor de telecomunicaciones;35222;Supervisores de telecomunicaciones;;;;;;;;
8212;Supervisores de electricidad y telecomunicaciones;D-8212.016;Supervisor técnicos servicio y mantenimiento televisión por cable;Supervisor tecnicos servicio y mantenimiento television por cable;35.222.004;Supervisor de técnicos de servicio y mantenimiento de televisión por cable;Supervisor de tecnicos de servicio y mantenimiento de television por cable;35222;Supervisores de telecomunicaciones;;;;;;;;
8212;Supervisores de electricidad y telecomunicaciones;D-8212.017;Jefe de eléctricos;Jefe de electricos;31.228.010;Jefe de producción de aparatos eléctricos y electrónicos;Jefe de produccion de aparatos electricos y electronicos;31228;Supervisores de fabricación de productos eléctricos y electrónicos;;;;;;;;
8213;Supervisores de instalación de tuberías;D-8213.002;Supervisor de plomería;Supervisor de plomeria;31.231.065;Supervisor en plomería;Supervisor en plomeria;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación;;;;;;;;
8214;Supervisores de moldeo de forja y montaje de estructuras metálicas;D-8214.001;Supervisor de montaje de estructuras metálicas;Supervisor de montaje de estructuras metalicas;72.140.016;Operario de montaje de estructuras metálicas;Operario de montaje de estructuras metalicas;72140;Montadores de estructuras metálicas;;;;;;;;
8215;Supervisores de carpintería;D-8215.004;Supervisor de mantenimiento en carpintería;Supervisor de mantenimiento en carpinteria;31.229.039;Supervisor de mantenimiento de carpintería;Supervisor de mantenimiento de carpinteria;31229;Supervisores de industrias manufactureras no clasificadas en otras ocupaciones;;;;;;;;
8215;Supervisores de carpintería;D-8215.005;Coordinador de construcción de set;Coordinador de construccion de set;34.353.003;Asistente de construcción de set;Asistente de construccion de set;34353;Auxiliares de producción de eventos y espectáculos;;;;;;;;
8216;Supervisores de mecánica;D-8216.025;Supervisor de mantenimiento mecánico (O&G) (Res. 2616/2016);Supervisor de mantenimiento mecanico (O&G) (Res. 2616/2016);31.226.038;Supervisor de mantenimiento mecánico petróleo y gas;Supervisor de mantenimiento mecanico petroleo y gas;31226;Supervisores de fabricación y tratamiento de productos mecánicos, metálicos y minerales;;;;;;;;
8216;Supervisores de mecánica;D-8216.026;Supervisor de mantenimiento eléctrico (O&G) (Res. 2616/2016);Supervisor de mantenimiento electrico (O&G) (Res. 2616/2016);31.228.031;Supervisor de mantenimiento eléctrico petróleo y gas;Supervisor de mantenimiento electrico petroleo y gas;31228;Supervisores de fabricación de productos eléctricos y electrónicos;;;;;;;;
8216;Supervisores de mecánica;D-8216.027;Supervisor de mantenimiento control (O&G) (Res. 2616/2016);Supervisor de mantenimiento control (O&G) (Res. 2616/2016);31.226.037;Supervisor de mantenimiento control petróleo y gas;Supervisor de mantenimiento control petroleo y gas;31226;Supervisores de fabricación y tratamiento de productos mecánicos, metálicos y minerales;;;;;;;;
8216;Supervisores de mecánica;D-8216.028;Auditor de mantenimiento aeronáutico;Auditor de mantenimiento aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
8216;Supervisores de mecánica;D-8216.029;Supervisor de mantenimiento aeronáutico;Supervisor de mantenimiento aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
8216;Supervisores de mecánica;D-8216.030;Supervisor MCC (Maintenance Control Center);Supervisor MCC (Maintenance Control Center);Sin clasificación en CUOC 2023;;;;;;;;;;;;
8216;Supervisores de mecánica;D-8216.031;Supervisor técnico aeronáutico;Supervisor tecnico aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
8217;Supervisores de operación de equipo pesado;D-8217.003;Supervisor de excavación;Supervisor de excavacion;83.420.021;Operador de excavación;Operador de excavacion;83420;Operadores de máquinas de movimiento de tierras, construcción de vías y afines;;;;;;;;
8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;D-8218.003;Capataz de perforación y voladura en construcción;Capataz de perforacion y voladura en construccion;31.231.004;Capataz de perforación y voladura construcción;Capataz de perforacion y voladura construccion;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación;;;;;;;;
8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;D-8218.010;Supervisor de operación de equipo pesado de construcción;Supervisor de operacion de equipo pesado de construccion;31.231.057;Supervisor de operadores de equipo pesado de construcción;Supervisor de operadores de equipo pesado de construccion;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación;;;;;;;;
8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;D-8218.017;Supervisor de obra;Supervisor de obra;31.231.047;Supervisor de emplazamiento de la obra;Supervisor de emplazamiento de la obra;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación;;;;;;;;
8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;D-8218.019;Supervisor de perforación y voladura en construcción;Supervisor de perforacion y voladura en construccion;31.231.059;Supervisor de perforación y voladura de construcción;Supervisor de perforacion y voladura de construccion;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación;;;;;;;;
8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;D-8218.020;Supervisor de restauración;Supervisor de restauracion;31.231.063;Supervisor de restauración en construcciones;Supervisor de restauracion en construcciones;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación;;;;;;;;
8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;D-8218.021;Residente construcción;Residente construccion;31.231.037;Residente de construcción;Residente de construccion;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación;;;;;;;;
8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;D-8218.023;Maestro de obra;Maestro de obra;31.231.030;Maestro de obra de construcción;Maestro de obra de construccion;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación;;;;;;;;
8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;D-8218.025;Capataz de restauración (Res. 2616/2016);Capataz de restauracion (Res. 2616/2016);31.231.005;Capataz de restauración en construcción;Capataz de restauracion en construccion;31231;Supervisores de la construcción, maestros generales de obra, instalación y reparación;;;;;;;;
8222;Supervisores de Operación de Transporte Terrestre (no ferroviario);D-8222.011;Supervisor de transporte (O&G) (Res. 2616/2016);Supervisor de transporte (O&G) (Res. 2616/2016);43.232.014;Supervisor de transporte petróleo y gas;Supervisor de transporte petroleo y gas;43232;Inspectores y controladores de transporte;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.004;Ajustador de máquinas y herramientas;Ajustador de maquinas y herramientas;72.230.001;Ajustador de máquinas herramientas;Ajustador de maquinas herramientas;72230;Ajustadores y operadores de máquinas herramientas;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.006;Ajustador operador máquinas herramientas;Ajustador operador maquinas herramientas;72.230.008;Ajustador operador de máquinas herramientas;Ajustador operador de maquinas herramientas;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.007;Ajustador o montador de armas;Ajustador o montador de armas;72.220.007;Ajustador montador de armas;Ajustador montador de armas;72220;Herramentistas y afines;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.010;Operador cepilladora metales;Operador cepilladora metales;72.230.027;Operador de cepilladora de metales;Operador de cepilladora de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.011;Operador de máquina esmeriladora metales;Operador de maquina esmeriladora metales;72.230.051;Operador de máquina esmeriladora de metales;Operador de maquina esmeriladora de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.012;Operador de máquina fresadora metales;Operador de maquina fresadora metales;72.230.053;Operador de máquina fresadora de metales;Operador de maquina fresadora de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.013;Operador de máquina mandriladora metales;Operador de maquina mandriladora metales;72.230.055;Operador de máquina mandriladora de metales;Operador de maquina mandriladora de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.015;Operador de máquinas herramientas control numérico;Operador de maquinas herramientas control numerico;72.230.067;Operador de máquinas herramientas de control numérico;Operador de maquinas herramientas de control numerico;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.016;Operador de máquina rectificadora metales;Operador de maquina rectificadora metales;72.230.061;Operador de máquina rectificadora de metales;Operador de maquina rectificadora de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.017;Operador de máquina taladradora metales;Operador de maquina taladradora metales;72.230.063;Operador de máquina taladradora de metales;Operador de maquina taladradora de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.018;Operador de torno metales;Operador de torno metales;72.230.079;Operador de torno de metales;Operador de torno de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.021;Mecánico o ajustador de máquinas y herramientas;Mecanico o ajustador de maquinas y herramientas;72.230.023;Mecánico ajustador de máquinas herramientas;Mecanico ajustador de maquinas herramientas;72230;Ajustadores y operadores de máquinas herramientas;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.022;Mecánico o rectificador de máquinas y herramientas;Mecanico o rectificador de maquinas y herramientas;72.230.025;Mecánico rectificador de maquinas herramientas;Mecanico rectificador de maquinas herramientas;72230;Ajustadores y operadores de máquinas herramientas;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.024;Operador máquinas herramientas;Operador maquinas herramientas;72.230.066;Operador de máquinas herramientas;Operador de maquinas herramientas;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.027;Operador de torno automático metales;Operador de torno automatico metales;72.230.077;Operador de torno automático de metales;Operador de torno automatico de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.028;Operador torno revólver metales;Operador torno revolver metales;72.230.080;Operador de torno para revólver metales;Operador de torno para revolver metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.030;Operador fresadora metales;Operador fresadora metales;72.230.031;Operador de fresadora de metales;Operador de fresadora de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.035;Operador de torno universal metales;Operador de torno universal metales;72.230.081;Operador de torno universal de metales;Operador de torno universal de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.038;Capataz topotrocha (Res. 2616/2016);Capataz topotrocha (Res. 2616/2016);31.122.010;Capataz topotrocha;Capataz topotrocha;31122;Técnicos en topografía;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.040;Afilador muela de afilar herramientas;Afilador muela de afilar herramientas;72.240.007;Afilador de muela para afilar herramientas;Afilador de muela para afilar herramientas;72240;Pulidores de metales y afiladores de herramientas;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.041;Afilador reparador sierras;Afilador reparador sierras;72.240.010;Afilador reparador de sierras;Afilador reparador de sierras;72240;Pulidores de metales y afiladores de herramientas;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.043;Amolador sierras;Amolador sierras;72.240.013;Amolador de sierras;Amolador de sierras;72240;Pulidores de metales y afiladores de herramientas;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.045;Grabador metal aguafuerte;Grabador metal aguafuerte;72.230.018;Grabador de metal aguafuerte;Grabador de metal aguafuerte;72230;Ajustadores y operadores de máquinas herramientas;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.046;Mandrilador metales;Mandrilador metales;72.230.020;Mandrilador de metales;Mandrilador de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.047;Operador de máquina función múltiple mecanizado metal;Operador de maquina funcion multiple mecanizado metal;72.230.045;Operador de máquina de función múltiple de mecanizado de metal;Operador de maquina de funcion multiple de mecanizado de metal;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.049;Operador de máquina rectificadora máquinas herramientas;Operador de maquina rectificadora maquinas herramientas;72.230.060;Operador de máquina rectificadora de máquinas herramientas;Operador de maquina rectificadora de maquinas herramientas;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.050;Operador de máquina talla engranajes;Operador de maquina talla engranajes;72.230.064;Operador de máquina tallar engranajes;Operador de maquina tallar engranajes;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.053;Operador roscadora;Operador roscadora;72.230.072;Operador de roscadora;Operador de roscadora;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.055;Operador taladradora radial metales;Operador taladradora radial metales;72.230.076;Operador de taladradora radial de metales;Operador de taladradora radial de metales;72230;Ajustadores y operadores de máquinas herramientas;;;;;1;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.056;Reparador sierras;Reparador sierras;72.240.023;Reparador de sierras;Reparador de sierras;72240;Pulidores de metales y afiladores de herramientas;;;;;;;;
8311;Ajustadores y operadores de Máquinas Herramientas;D-8311.059;Tornero fresador metal;Tornero fresador metal;72.230.118;Tornero fresador de metal;Tornero fresador de metal;72230;Ajustadores y operadores de máquinas herramientas;;;;;;;;
8312;Modelistas y Matriceros;D-8312.008;Matricero de procesamiento del plástico;Matricero de procesamiento del plastico;72.220.023;Matricero de procesamiento de plásticos;Matricero de procesamiento de plasticos;72220;Herramentistas y afines;;;;;;;;
8312;Modelistas y Matriceros;D-8312.018;Modelista industrial;Modelista industrial;Sin clasificación en CUOC 2023;;;;;;;;;;;;
8312;Modelistas y Matriceros;D-8312.019;Fabricante moldes procesamiento plástico;Fabricante moldes procesamiento plastico;72.220.017;Fabricante de moldes de procesamiento de plástico;Fabricante de moldes de procesamiento de plastico;72220;Herramentistas y afines;;;;;;;;
8321;Electricistas Industriales;D-8321.019;Operador de generador eléctrico;Operador de generador electrico;74.111.020;Operario de generador eléctrico;Operario de generador electrico;74111;Electricistas de obra, residenciales y afines;;;;;1;;;
8323;Instaladores de Redes de Energía Eléctrica;D-8323.007;Instalador de cables y sistemas energía eléctrica;Instalador de cables y sistemas energia electrica;72.152.008;Instalador de cables de sistema energía eléctrica;Instalador de cables de sistema energia electrica;72152;Instaladores y empalmadores de cables;;;;;;;;
